 
HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code	   
E0148	00100	3	WALKER, HEAVY DUTY, WITHOUT WHEELS, RIGID OR FOLDING, ANY TYPE, EACH	Heavyduty walker no wheels	32				A																					C							D1E		A	P	R			  0	20010101	20010101		N	   
E0149	00100	3	WALKER, HEAVY DUTY, WHEELED, RIGID OR FOLDING, ANY TYPE	Heavy duty wheeled walker	32				A																					C							D1E		A	P	R			  0	20010101	20040101		N	   
E0153	00100	3	PLATFORM ATTACHMENT, FOREARM CRUTCH, EACH	Forearm crutch platform atta	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0154	00100	3	PLATFORM ATTACHMENT, WALKER, EACH	Walker platform attachment	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0155	00100	3	WHEEL ATTACHMENT, RIGID PICK-UP WALKER, PER PAIR	Walker wheel attachment,pair	32				A																					C							D1E		A	P	R			  0	19860101	20000101		N	   
E0156	00100	3	SEAT ATTACHMENT, WALKER	Walker seat attachment	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0157	00100	3	CRUTCH ATTACHMENT, WALKER, EACH	Walker crutch attachment	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0158	00100	3	LEG EXTENSIONS FOR WALKER, PER SET OF FOUR (4)	Walker leg extenders set of4	32				A																					C							D1E		A	P	R			  0	19860101	20000101		N	   
E0159	00100	3	BRAKE ATTACHMENT FOR WHEELED WALKER, REPLACEMENT, EACH	Brake for wheeled walker	32				A																					C							D1E		A	P	R			  0	19970101	19980101		N	   
E0160	00100	3	SITZ TYPE BATH OR EQUIPMENT, PORTABLE, USED WITH OR WITHOUT COMMODE	Sitz type bath or equipment	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0161	00100	3	SITZ TYPE BATH OR EQUIPMENT, PORTABLE, USED WITH OR WITHOUT COMMODE, WITH	Sitz bath/equipment w/faucet	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0161	00200	4	FAUCET ATTACHMENT/S																																														   
E0162	00100	3	SITZ BATH CHAIR	Sitz bath chair	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0163	00100	3	COMMODE CHAIR, MOBILE OR STATIONARY, WITH FIXED ARMS	Commode chair with fixed arm	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	20070101		N	   
E0165	00100	3	COMMODE CHAIR, MOBILE OR STATIONARY, WITH DETACHABLE ARMS	Commode chair with detacharm	36				A	60-9			2100.1																	D							D1E		R					  0	19860101	20070101		N	   
E0167	00100	3	PAIL OR PAN FOR USE WITH COMMODE CHAIR, REPLACEMENT ONLY	Commode chair pail or pan	32				A	60-9																				D							D1E		A	P	R			  0	19860101	20070101		N	   
E0168	00100	3	COMMODE CHAIR, EXTRA WIDE AND/OR HEAVY DUTY, STATIONARY OR MOBILE, WITH OR	Heavyduty/wide commode chair	32				A																					C							D1E		A	P	R			  0	20010101	20010101		N	   
E0168	00200	4	WITHOUT ARMS, ANY TYPE, EACH																																														   
E0170	00100	3	COMMODE CHAIR WITH INTEGRATED SEAT LIFT MECHANISM, ELECTRIC, ANY TYPE	Commode chair electric	36				A																					C							D1E		A	P	R			  0	20060101	20060101		N	   
E0171	00100	3	COMMODE CHAIR WITH INTEGRATED SEAT LIFT MECHANISM, NON-ELECTRIC, ANY TYPE	Commode chair non-electric	36				A																					C							D1E		A	P	R			  0	20060101	20060101		N	   
E0172	00100	3	SEAT LIFT MECHANISM PLACED OVER OR ON TOP OF TOILET, ANY TYPE	Seat lift mechanism toilet	00				9							1861SSA														S							D1E		A	P	R			  0	20060101	20060101		N	   
E0175	00100	3	FOOT REST, FOR USE WITH COMMODE CHAIR, EACH	Commode chair foot rest	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0181	00100	3	POWERED PRESSURE REDUCING MATTRESS OVERLAY/PAD, ALTERNATING, WITH PUMP,	Press pad alternating w/ pum	36				A	60-9			4107.6																	D							D1E		R					  0	19860101	20070101		N	   
E0181	00200	4	INCLUDES HEAVY DUTY																																														   
E0182	00100	3	PUMP FOR ALTERNATING PRESSURE PAD, FOR REPLACEMENT ONLY	Replace pump, alt press pad	36				A	60-9			4107.6																	D							D1E		R					  0	19860101	20070101		N	   
E0184	00100	3	DRY PRESSURE MATTRESS	Dry pressure mattress	32				A	60-9			4107.6																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0185	00100	3	GEL OR GEL-LIKE PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH	Gel pressure mattress pad	32				A	60-9			4107.6																	D							D1E		A	P	R			  0	19860101	19980101		N	   
E0186	00100	3	AIR PRESSURE MATTRESS	Air pressure mattress	36				A	60-9																				D							D1E		R					  0	19860101	19960101		N	   
E0187	00100	3	WATER PRESSURE MATTRESS	Water pressure mattress	36				A	60-9																				D							D1E		R					  0	19860101	19960101		N	   
E0188	00100	3	SYNTHETIC SHEEPSKIN PAD	Synthetic sheepskin pad	32				A	60-9			4107.6																	D							D1E		A	P	R			  0	19860101	20010101		N	   
E0189	00100	3	LAMBSWOOL SHEEPSKIN PAD, ANY SIZE	Lambswool sheepskin pad	32				A	60-9			4107.6																	D							D1E		A	P	R			  0	19860101	20010101		N	   
E0190	00100	3	POSITIONING CUSHION/PILLOW/WEDGE, ANY SHAPE OR SIZE, INCLUDES ALL COMPONENTS	Positioning cushion	00				9				2100.1																	D							D1E		9					  0	20040101	20070101		N	   
E0190	00200	4	AND ACCESSORIES																																														   
E0191	00100	3	HEEL OR ELBOW PROTECTOR, EACH	Protector heel or elbow	32				A																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0193	00100	3	POWERED AIR FLOTATION BED (LOW AIR LOSS THERAPY)	Powered air flotation bed	36				A																					C							D1E		R					  0	19900101	19930101		N	   
E0194	00100	3	AIR FLUIDIZED BED	Air fluidized bed	36				A	60-19																				D						0013	D1E		R					  0	19910101	19910101		N	   
E0196	00100	3	GEL PRESSURE MATTRESS	Gel pressure mattress	36				A	60-9																				D							D1E		R					  0	19910101	19910101		N	   
E0197	00100	3	AIR PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH	Air pressure pad for mattres	32				A	60-9																				D							D1E		A	P	R			  0	19910101	19980101		N	   
E0198	00100	3	WATER PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH	Water pressure pad for mattr	32				A	60-9																				D							D1E		A	P	R			  0	19910101	19980101		N	   
E0199	00100	3	DRY PRESSURE PAD FOR MATTRESS, STANDARD MATTRESS LENGTH AND WIDTH	Dry pressure pad for mattres	32				A	60-9																				D							D1E		A	P	R			  0	19910101	19980101		N	   
E0200	00100	3	HEAT LAMP, WITHOUT STAND (TABLE MODEL), INCLUDES BULB, OR INFRARED ELEMENT	Heat lamp without stand	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0202	00100	3	PHOTOTHERAPY (BILIRUBIN) LIGHT WITH PHOTOMETER	Phototherapy light w/ photom	36				A																					C							D1E		R					  0	19850101	19960101		N	   
E0203	00100	3	THERAPEUTIC LIGHTBOX, MINIMUM 10,000 LUX, TABLE TOP MODEL	Therapeutic lightbox tabletp	00				9	60-9																				M							D1E		9					  0	20030101	20050101		N	   
E0205	00100	3	HEAT LAMP, WITH STAND, INCLUDES BULB, OR INFRARED ELEMENT	Heat lamp with stand	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0210	00100	3	ELECTRIC HEAT PAD, STANDARD	Electric heat pad standard	32				A	60-9																				D							D1E		A	L	P	R		  0	19860101	20030101		N	   
E0215	00100	3	ELECTRIC HEAT PAD, MOIST	Electric heat pad moist	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0217	00100	3	WATER CIRCULATING HEAT PAD WITH PUMP	Water circ heat pad w pump	32				A	60-9																				D							D1E		A	P	R			  0	19970101	19970101		N	   
E0218	00100	3	WATER CIRCULATING COLD PAD WITH PUMP	Water circ cold pad w pump	36				A	60-9																				D							D1E		A	P	R			  0	19970101	19970101		N	   
E0220	00100	3	HOT WATER BOTTLE	Hot water bottle	32				A																					C							D1E		A	P	R			  0	19860101	20110101	20101231	D	   
E0221	00100	3	INFRARED HEATING PAD SYSTEM	Infrared heating pad system	00				9																					C							D1E		A	P	R			  0	20020101	20070101		N	   
E0225	00100	3	HYDROCOLLATOR UNIT, INCLUDES PADS	Hydrocollator unit	32				A	60-9			2210.3																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0230	00100	3	ICE CAP OR COLLAR	Ice cap or collar	32				A																					C							D1E		A	P	R			  0	19860101	20110101	20101231	D	   
E0231	00100	3	NON-CONTACT WOUND WARMING DEVICE (TEMPERATURE CONTROL UNIT, AC ADAPTER AND	Wound warming device	00				9				2303																	M							D1E		R					  0	20020101	20020701		N	   
E0231	00200	4	POWER CORD) FOR USE WITH WARMING CARD AND WOUND COVER																																														   
E0232	00100	3	WARMING CARD FOR USE WITH THE NON CONTACT WOUND WARMING DEVICE AND NON CONTACT	Warming card for NWT	00				9				2303																	M							D1E		P					  0	20020101	20020701		N	   
E0232	00200	4	WOUND WARMING WOUND COVER																																														   
E0235	00100	3	PARAFFIN BATH UNIT, PORTABLE (SEE MEDICAL SUPPLY CODE A4265 FOR PARAFFIN)	Paraffin bath unit portable	36				A	60-9			2210.3																	D							D1E		R					  0	19860101	19960101		N	   
E0236	00100	3	PUMP FOR WATER CIRCULATING PAD	Pump for water circulating p	36				A	60-9																				D							D1E		R					  0	19860101	19960101		N	   
E0238	00100	3	NON-ELECTRIC HEAT PAD, MOIST	Heat pad non-electric moist	32				A	60-9																				D							D1E		A	P	R			  0	19860101	20110101	20101231	D	   
E0239	00100	3	HYDROCOLLATOR UNIT, PORTABLE	Hydrocollator unit portable	32				A	60-9			2210.3																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0240	00100	3	BATH/SHOWER CHAIR, WITH OR WITHOUT WHEELS, ANY SIZE	Bath/shower chair	00				9	60-9																				M							D1E		9					  0	20040101	20060101		N	   
E0241	00100	3	BATH TUB WALL RAIL, EACH	Bath tub wall rail	00				9	60-9			2100.1																	M							D1E		A	P	R			  0	19860101	19960101		N	   
E0242	00100	3	BATH TUB RAIL, FLOOR BASE	Bath tub rail floor	00				9	60-9			2100.1																	M							D1E		A	P	R			  0	19860101	19960101		N	   
E0243	00100	3	TOILET RAIL, EACH	Toilet rail	00				9	60-9			2100.1																	M							D1E		A	P	R			  0	19860101	19960101		N	   
E0244	00100	3	RAISED TOILET SEAT	Toilet seat raised	00				9	60-9																				M							D1E		A	P	R			  0	19860101	19960101		N	   
E0245	00100	3	TUB STOOL OR BENCH	Tub stool or bench	00				9	60-9																				M							D1E		A	P	R			  0	19860101	19960101		N	   
E0246	00100	3	TRANSFER TUB RAIL ATTACHMENT	Transfer tub rail attachment	00				9																					C							D1E		A	P	R			  0	19860101	19960101		N	   
E0247	00100	3	TRANSFER BENCH FOR TUB OR TOILET WITH OR WITHOUT COMMODE OPENING	Trans bench w/wo comm open	00				9	60-9																				D							D1E		A	P	R			  0	20040101	20040101		N	   
E0248	00100	3	TRANSFER BENCH, HEAVY DUTY, FOR TUB OR TOILET WITH OR WITHOUT COMMODE OPENING	HDtrans bench w/wo comm open	00				9	60-9																				D							D1E		A	P	R			  0	20040101	20040101		N	   
E0249	00100	3	PAD FOR WATER CIRCULATING HEAT UNIT, FOR REPLACEMENT ONLY	Pad water circulating heat u	32				A	60-9																				D							D1E		A	P	R			  0	19860101	20100101		N	   
E0250	00100	3	HOSPITAL BED, FIXED HEIGHT, WITH ANY TYPE SIDE RAILS, WITH MATTRESS	Hosp bed fixed ht w/ mattres	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0251	00100	3	HOSPITAL BED, FIXED HEIGHT, WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS	Hosp bed fixd ht w/o mattres	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0255	00100	3	HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITH ANY TYPE SIDE RAILS, WITH MATTRESS	Hospital bed var ht w/ mattr	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0256	00100	3	HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS	Hospital bed var ht w/o matt	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0260	00100	3	HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITH ANY TYPE SIDE	Hosp bed semi-electr w/ matt	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0260	00200	4	RAILS, WITH MATTRESS																																														   
E0261	00100	3	HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITH ANY TYPE SIDE	Hosp bed semi-electr w/o mat	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0261	00200	4	RAILS, WITHOUT MATTRESS																																														   
E0265	00100	3	HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITH ANY TYPE	Hosp bed total electr w/ mat	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0265	00200	4	SIDE RAILS, WITH MATTRESS																																														   
E0266	00100	3	HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITH ANY TYPE	Hosp bed total elec w/o matt	36				A	60-18			2100.1																	D							D1B		R					  0	19860101	19910101		N	   
E0266	00200	4	SIDE RAILS, WITHOUT MATTRESS																																														   
E0270	00100	3	HOSPITAL BED, INSTITUTIONAL TYPE INCLUDES: OSCILLATING, CIRCULATING AND STRYKER	Hospital bed institutional t	00				9	60-9																				M							D1B		R					  0	19860101	19930101		N	   
E0270	00200	4	FRAME, WITH MATTRESS																																														   
E0271	00100	3	MATTRESS, INNERSPRING	Mattress innerspring	32				A	60-18	60-9																			D							D1B		A	P	R			  0	19860101	19930101		N	   
E0272	00100	3	MATTRESS, FOAM RUBBER	Mattress foam rubber	32				A	60-18	60-9																			D							D1B		A	P	R			  0	19860101	19930101		N	   
E0273	00100	3	BED BOARD	Bed board	00				9	60-9																				M							D1B		A	P	R			  0	19860101	19890101		N	   
E0274	00100	3	OVER-BED TABLE	Over-bed table	00				9	60-9																				M							D1B		A	P	R			  0	19860101	19890101		N	   
E0275	00100	3	BED PAN, STANDARD, METAL OR PLASTIC	Bed pan standard	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0276	00100	3	BED PAN, FRACTURE, METAL OR PLASTIC	Bed pan fracture	32				A	60-9																				D							D1E		A	P	R			  0	19860101	19960101		N	   
E0277	00100	3	POWERED PRESSURE-REDUCING AIR MATTRESS	Powered pres-redu air mattrs	36				A	60-9																				D							D1E		R					  0	19920101	19980101		N	   
E0280	00100	3	BED CRADLE, ANY TYPE	Bed cradle	32				A																					C							D1B		A	P	R			  0	19860101	19890101		N	   
E0290	00100	3	HOSPITAL BED, FIXED HEIGHT, WITHOUT SIDE RAILS, WITH MATTRESS	Hosp bed fx ht w/o rails w/m	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0291	00100	3	HOSPITAL BED, FIXED HEIGHT, WITHOUT SIDE RAILS, WITHOUT MATTRESS	Hosp bed fx ht w/o rail w/o	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0292	00100	3	HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITHOUT SIDE RAILS, WITH MATTRESS	Hosp bed var ht w/o rail w/o	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0293	00100	3	HOSPITAL BED, VARIABLE HEIGHT, HI-LO, WITHOUT SIDE RAILS, WITHOUT MATTRESS	Hosp bed var ht w/o rail w/	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0294	00100	3	HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITHOUT SIDE RAILS,	Hosp bed semi-elect w/ mattr	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0294	00200	4	WITH MATTRESS																																														   
E0295	00100	3	HOSPITAL BED, SEMI-ELECTRIC (HEAD AND FOOT ADJUSTMENT), WITHOUT SIDE RAILS,	Hosp bed semi-elect w/o matt	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0295	00200	4	WITHOUT MATTRESS																																														   
E0296	00100	3	HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS). WITHOUT SIDE	Hosp bed total elect w/ matt	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19920101		N	   
E0296	00200	4	RAILS, WITH MATTRESS																																														   
E0297	00100	3	HOSPITAL BED, TOTAL ELECTRIC (HEAD, FOOT AND HEIGHT ADJUSTMENTS), WITHOUT SIDE	Hosp bed total elect w/o mat	36				A	60-18			2100.1																	D							D1B		R					  0	19910101	19910101		N	   
E0297	00200	4	RAILS, WITHOUT MATTRESS																																														   
E0300	00100	3	PEDIATRIC CRIB, HOSPITAL GRADE, FULLY ENCLOSED	Enclosed ped crib hosp grade	32				A																					C							D1B		A	P	R			  0	20040101	20040101		N	   
E0301	00100	3	HOSPITAL BED, HEAVY DUTY, EXTRA WIDE, WITH WEIGHT CAPACITY GREATER THAN 350	HD hosp bed, 350-600 lbs	36				A	60-18																				D							D1B		R					  0	20040101	20040101		N	   
E0301	00200	4	POUNDS, BUT LESS THAN OR EQUAL TO 600 POUNDS, WITH ANY TYPE SIDE RAILS, WITHOUT																																														   
E0301	00300	4	MATTRESS																																														   
E0302	00100	3	HOSPITAL BED, EXTRA HEAVY DUTY, EXTRA WIDE, WITH WEIGHT CAPACITY GREATER THAN	Ex hd hosp bed > 600 lbs	36				A	60-18																				D							D1B		R					  0	20040101	20040101		N	   
E0302	00200	4	600 POUNDS, WITH ANY TYPE SIDE RAILS, WITHOUT MATTRESS																																														   
E0303	00100	3	HOSPITAL BED, HEAVY DUTY, EXTRA WIDE, WITH WEIGHT CAPACITY GREATER THAN 350	Hosp bed hvy dty xtra wide	36				A	60-18																				D							D1B		R					  0	20040101	20040101		N	   
E0303	00200	4	POUNDS, BUT LESS THAN OR EQUAL TO 600 POUNDS, WITH ANY TYPE SIDE RAILS, WITH																																														   
E0303	00300	4	MATTRESS																																														   
E0304	00100	3	HOSPITAL BED, EXTRA HEAVY DUTY, EXTRA WIDE, WITH WEIGHT CAPACITY GREATER THAN	Hosp bed xtra hvy dty x wide	36				A	60-18																				D							D1B		R					  0	20040101	20040101		N	   
E0304	00200	4	600 POUNDS, WITH ANY TYPE SIDE RAILS, WITH MATTRESS																																														   
E0305	00100	3	BED SIDE RAILS, HALF LENGTH	Rails bed side half length	36				A	60-18																				D							D1B		R					  0	19860101	19900101		N	   
E0310	00100	3	BED SIDE RAILS, FULL LENGTH	Rails bed side full length	32				A	60-18																				D							D1B		A	P	R			  0	19860101	19900101		N	   
E0315	00100	3	BED ACCESSORY: BOARD, TABLE, OR SUPPORT DEVICE, ANY TYPE	Bed accessory brd/tbl/supprt	00				9	60-9																				M							D1B		A	P	R			  0	19860101	19970101		N	   
